Time Stamp, Pressure, System State, Alarm State,,Second ,minutes ,hours,days,year,,,,,,,
1588809686500,9480317,d,0,,1588809686.5,26480161.4416667,441336.024027778,18389.0010011574,50.3808246607052,,,,,,,
1588809686750,9483368,d,0,,1588809686.75,26480161.4458333,441336.024097222,18389.0010040509,50.3808246686327,,,,,,,
1588809687000,9487346,d,0,,1588809687,26480161.45,441336.024166667,18389.0010069444,50.3808246765601,,,,,,,
1588809687250,9489896,d,0,,1588809687.25,26480161.4541667,441336.024236111,18389.001009838,50.3808246844876,,,,,,,
1588809687500,9491819,d,0,,1588809687.5,26480161.4583333,441336.024305556,18389.0010127315,50.380824692415,,,,,,,
1588809687750,9495412,d,0,,1588809687.75,26480161.4625,441336.024375,18389.001015625,50.3808247003425,,,,,,,
1588809688000,9497785,d,0,,1588809688,26480161.4666667,441336.024444444,18389.0010185185,50.3808247082699,,,,,,,
1588809688250,9501477,d,0,,1588809688.25,26480161.4708333,441336.024513889,18389.001021412,50.3808247161974,,,,,,,
1588809688500,9504178,d,0,,1588809688.5,26480161.475,441336.024583333,18389.0010243056,50.3808247241248,,,,,,,
1588809688750,9506404,d,0,,1588809688.75,26480161.4791667,441336.024652778,18389.0010271991,50.3808247320523,,,,,,,
1588809689000,9509390,d,0,,1588809689,26480161.4833333,441336.024722222,18389.0010300926,50.3808247399797,,,,,,,
1588809689250,9513119,d,0,,1588809689.25,26480161.4875,441336.024791667,18389.0010329861,50.3808247479072,,,,,,,
1588809689500,9516705,d,0,,1588809689.5,26480161.4916667,441336.024861111,18389.0010358796,50.3808247558346,,,,,,,
1588809689750,9519458,d,0,,1588809689.75,26480161.4958333,441336.024930556,18389.0010387732,50.3808247637621,,,,,,,
1588809690000,9522522,d,0,,1588809690,26480161.5,441336.025,18389.0010416667,50.3808247716895,,,,,,,
1588809690250,9524697,d,0,,1588809690.25,26480161.5041667,441336.025069445,18389.0010445602,50.3808247796169,,,,,,,
1588809690500,9528801,d,0,,1588809690.5,26480161.5083333,441336.025138889,18389.0010474537,50.3808247875444,,,,,,,
1588809690750,9530779,d,0,,1588809690.75,26480161.5125,441336.025208333,18389.0010503472,50.3808247954718,,,,,,,
1588809691000,9532700,d,0,,1588809691,26480161.5166667,441336.025277778,18389.0010532407,50.3808248033993,,,,,,,
1588809691250,9534650,d,0,,1588809691.25,26480161.5208333,441336.025347222,18389.0010561343,50.3808248113267,,,,,,,
1588809691500,9536849,d,0,,1588809691.5,26480161.525,441336.025416667,18389.0010590278,50.3808248192542,,,,,,,
1588809691750,9539589,d,0,,1588809691.75,26480161.5291667,441336.025486111,18389.0010619213,50.3808248271816,,,,,,,
1588809692000,9542403,d,0,,1588809692,26480161.5333333,441336.025555556,18389.0010648148,50.3808248351091,,,,,,,
1588809692250,9544618,d,0,,1588809692.25,26480161.5375,441336.025625,18389.0010677083,50.3808248430365,,,,,,,
1588809692500,9547156,d,0,,1588809692.5,26480161.5416667,441336.025694445,18389.0010706019,50.380824850964,,,,,,,
1588809692750,9549937,d,0,,1588809692.75,26480161.5458333,441336.025763889,18389.0010734954,50.3808248588914,,,,,,,
1588809693000,9553252,d,0,,1588809693,26480161.55,441336.025833333,18389.0010763889,50.3808248668189,,,,,,,
1588809693250,9555506,d,0,,1588809693.25,26480161.5541667,441336.025902778,18389.0010792824,50.3808248747463,,,,,,,
1588809693500,9559769,d,0,,1588809693.5,26480161.5583333,441336.025972222,18389.0010821759,50.3808248826738,,,,,,,
1588809693750,9563787,d,0,,1588809693.75,26480161.5625,441336.026041667,18389.0010850694,50.3808248906012,,,,,,,
1588809694000,9566416,d,0,,1588809694,26480161.5666667,441336.026111111,18389.001087963,50.3808248985287,,,,,,,
1588809694250,9568904,d,0,,1588809694.25,26480161.5708333,441336.026180556,18389.0010908565,50.3808249064561,,,,,,,
1588809694500,9571997,d,0,,1588809694.5,26480161.575,441336.02625,18389.00109375,50.3808249143836,,,,,,,
1588809694750,9574619,d,0,,1588809694.75,26480161.5791667,441336.026319444,18389.0010966435,50.380824922311,,,,,,,
1588809695000,9577625,d,0,,1588809695,26480161.5833333,441336.026388889,18389.001099537,50.3808249302385,,,,,,,
1588809695250,9581035,d,0,,1588809695.25,26480161.5875,441336.026458333,18389.0011024306,50.3808249381659,,,,,,,
1588809695500,9585197,d,0,,1588809695.5,26480161.5916667,441336.026527778,18389.0011053241,50.3808249460933,,,,,,,
1588809695750,9588948,d,0,,1588809695.75,26480161.5958333,441336.026597222,18389.0011082176,50.3808249540208,,,,,,,
1588809696000,9592011,d,0,,1588809696,26480161.6,441336.026666667,18389.0011111111,50.3808249619483,,,,,,,
1588809696250,9594824,d,0,,1588809696.25,26480161.6041667,441336.026736111,18389.0011140046,50.3808249698757,,,,,,,
1588809696500,9599142,d,0,,1588809696.5,26480161.6083333,441336.026805556,18389.0011168981,50.3808249778031,,,,,,,
1588809696750,9603521,d,0,,1588809696.75,26480161.6125,441336.026875,18389.0011197917,50.3808249857306,,,,,,,
1588809697000,9607945,d,0,,1588809697,26480161.6166667,441336.026944444,18389.0011226852,50.3808249936581,,,,,,,
1588809697250,9611320,d,0,,1588809697.25,26480161.6208333,441336.027013889,18389.0011255787,50.3808250015855,,,,,,,
1588809697500,9613912,d,0,,1588809697.5,26480161.625,441336.027083333,18389.0011284722,50.3808250095129,,,,,,,
1588809697750,9616850,d,0,,1588809697.75,26480161.6291667,441336.027152778,18389.0011313657,50.3808250174404,,,,,,,
1588809698000,9620240,d,0,,1588809698,26480161.6333333,441336.027222222,18389.0011342593,50.3808250253678,,,,,,,
1588809698250,9622800,d,0,,1588809698.25,26480161.6375,441336.027291667,18389.0011371528,50.3808250332953,,,,,,,
1588809698500,9625970,d,0,,1588809698.5,26480161.6416667,441336.027361111,18389.0011400463,50.3808250412227,,,,,,,
1588809698750,9629088,d,0,,1588809698.75,26480161.6458333,441336.027430556,18389.0011429398,50.3808250491502,,,,,,,
1588809699000,9631830,d,0,,1588809699,26480161.65,441336.0275,18389.0011458333,50.3808250570776,,,,,,,
1588809699250,9634984,d,0,,1588809699.25,26480161.6541667,441336.027569444,18389.0011487269,50.3808250650051,,,,,,,
1588809699500,9639052,d,0,,1588809699.5,26480161.6583333,441336.027638889,18389.0011516204,50.3808250729325,,,,,,,
1588809699750,9642371,d,0,,1588809699.75,26480161.6625,441336.027708333,18389.0011545139,50.38082508086,,,,,,,
1588809700000,9645927,d,0,,1588809700,26480161.6666667,441336.027777778,18389.0011574074,50.3808250887874,,,,,,,
1588809700250,9650274,d,0,,1588809700.25,26480161.6708333,441336.027847222,18389.0011603009,50.3808250967149,,,,,,,
1588809700500,9654541,d,0,,1588809700.5,26480161.675,441336.027916667,18389.0011631944,50.3808251046423,,,,,,,
1588809700750,9659131,d,0,,1588809700.75,26480161.6791667,441336.027986111,18389.001166088,50.3808251125698,,,,,,,
1588809701000,9661475,d,0,,1588809701,26480161.6833333,441336.028055556,18389.0011689815,50.3808251204972,,,,,,,
1588809701250,9665301,d,0,,1588809701.25,26480161.6875,441336.028125,18389.001171875,50.3808251284247,,,,,,,
1588809701500,9669631,d,0,,1588809701.5,26480161.6916667,441336.028194444,18389.0011747685,50.3808251363521,,,,,,,
1588809701750,9672281,d,0,,1588809701.75,26480161.6958333,441336.028263889,18389.001177662,50.3808251442796,,,,,,,
1588809702000,9676695,d,0,,1588809702,26480161.7,441336.028333333,18389.0011805556,50.380825152207,,,,,,,
1588809702250,9679806,d,0,,1588809702.25,26480161.7041667,441336.028402778,18389.0011834491,50.3808251601344,,,,,,,
1588809702500,9683155,d,0,,1588809702.5,26480161.7083333,441336.028472222,18389.0011863426,50.3808251680619,,,,,,,
1588809702750,9685805,d,0,,1588809702.75,26480161.7125,441336.028541667,18389.0011892361,50.3808251759893,,,,,,,
1588809703000,9689946,d,0,,1588809703,26480161.7166667,441336.028611111,18389.0011921296,50.3808251839168,,,,,,,
1588809703250,9693100,d,0,,1588809703.25,26480161.7208333,441336.028680556,18389.0011950231,50.3808251918442,,,,,,,
1588809703500,9697534,d,0,,1588809703.5,26480161.725,441336.02875,18389.0011979167,50.3808251997717,,,,,,,
1588809703750,9699923,d,0,,1588809703.75,26480161.7291667,441336.028819445,18389.0012008102,50.3808252076991,,,,,,,
1588809704000,9703464,d,0,,1588809704,26480161.7333333,441336.028888889,18389.0012037037,50.3808252156266,,,,,,,
1588809704250,9707378,d,0,,1588809704.25,26480161.7375,441336.028958333,18389.0012065972,50.380825223554,,,,,,,
1588809704500,9711697,d,0,,1588809704.5,26480161.7416667,441336.029027778,18389.0012094907,50.3808252314815,,,,,,,
1588809704750,9715237,d,0,,1588809704.75,26480161.7458333,441336.029097222,18389.0012123843,50.3808252394089,,,,,,,
1588809705000,9720056,d,0,,1588809705,26480161.75,441336.029166667,18389.0012152778,50.3808252473364,,,,,,,
1588809705250,9722520,d,0,,1588809705.25,26480161.7541667,441336.029236111,18389.0012181713,50.3808252552638,,,,,,,
1588809705500,9726504,d,0,,1588809705.5,26480161.7583333,441336.029305556,18389.0012210648,50.3808252631913,,,,,,,
1588809705750,9730242,d,0,,1588809705.75,26480161.7625,441336.029375,18389.0012239583,50.3808252711187,,,,,,,
1588809706000,9733185,d,0,,1588809706,26480161.7666667,441336.029444444,18389.0012268519,50.3808252790462,,,,,,,
1588809706250,9735846,d,0,,1588809706.25,26480161.7708333,441336.029513889,18389.0012297454,50.3808252869736,,,,,,,
1588809706500,9740162,d,0,,1588809706.5,26480161.775,441336.029583333,18389.0012326389,50.3808252949011,,,,,,,
1588809706750,9743732,d,0,,1588809706.75,26480161.7791667,441336.029652778,18389.0012355324,50.3808253028285,,,,,,,
1588809707000,9746984,d,0,,1588809707,26480161.7833333,441336.029722222,18389.0012384259,50.380825310756,,,,,,,
1588809707250,9750393,d,0,,1588809707.25,26480161.7875,441336.029791667,18389.0012413194,50.3808253186834,,,,,,,
1588809707500,9755131,d,0,,1588809707.5,26480161.7916667,441336.029861111,18389.001244213,50.3808253266109,,,,,,,
1588809707750,9759342,d,0,,1588809707.75,26480161.7958333,441336.029930556,18389.0012471065,50.3808253345383,,,,,,,
1588809708000,9762525,d,0,,1588809708,26480161.8,441336.03,18389.00125,50.3808253424658,,,,,,,
1588809708250,9766508,d,0,,1588809708.25,26480161.8041667,441336.030069444,18389.0012528935,50.3808253503932,,,,,,,
1588809708500,9770712,d,0,,1588809708.5,26480161.8083333,441336.030138889,18389.001255787,50.3808253583207,,,,,,,
1588809708750,9773595,d,0,,1588809708.75,26480161.8125,441336.030208333,18389.0012586806,50.3808253662481,,,,,,,
1588809709000,9776784,d,0,,1588809709,26480161.8166667,441336.030277778,18389.0012615741,50.3808253741755,,,,,,,
1588809709250,9780251,d,0,,1588809709.25,26480161.8208333,441336.030347222,18389.0012644676,50.380825382103,,,,,,,
1588809709500,9783540,d,0,,1588809709.5,26480161.825,441336.030416667,18389.0012673611,50.3808253900304,,,,,,,
1588809709750,9788452,d,0,,1588809709.75,26480161.8291667,441336.030486111,18389.0012702546,50.3808253979579,,,,,,,
1588809710000,9792763,d,0,,1588809710,26480161.8333333,441336.030555556,18389.0012731481,50.3808254058853,,,,,,,
1588809710250,9796686,d,0,,1588809710.25,26480161.8375,441336.030625,18389.0012760417,50.3808254138128,,,,,,,
1588809710500,9799557,d,0,,1588809710.5,26480161.8416667,441336.030694444,18389.0012789352,50.3808254217402,,,,,,,
1588809710750,9802869,d,0,,1588809710.75,26480161.8458333,441336.030763889,18389.0012818287,50.3808254296677,,,,,,,
1588809711000,9807196,d,0,,1588809711,26480161.85,441336.030833333,18389.0012847222,50.3808254375951,,,,,,,
1588809711250,9811738,d,0,,1588809711.25,26480161.8541667,441336.030902778,18389.0012876157,50.3808254455226,,,,,,,
1588809711500,9815101,d,0,,1588809711.5,26480161.8583333,441336.030972222,18389.0012905093,50.38082545345,,,,,,,
1588809711750,9818218,d,0,,1588809711.75,26480161.8625,441336.031041667,18389.0012934028,50.3808254613775,,,,,,,
1588809712000,9821476,d,0,,1588809712,26480161.8666667,441336.031111111,18389.0012962963,50.3808254693049,,,,,,,
1588809712250,9826348,d,0,,1588809712.25,26480161.8708333,441336.031180556,18389.0012991898,50.3808254772324,,,,,,,
1588809712500,9830183,d,0,,1588809712.5,26480161.875,441336.03125,18389.0013020833,50.3808254851598,,,,,,,
1588809712750,9833461,d,0,,1588809712.75,26480161.8791667,441336.031319444,18389.0013049768,50.3808254930873,,,,,,,
1588809713000,9838387,d,0,,1588809713,26480161.8833333,441336.031388889,18389.0013078704,50.3808255010147,,,,,,,
1588809713250,9841383,d,0,,1588809713.25,26480161.8875,441336.031458333,18389.0013107639,50.3808255089422,,,,,,,
1588809713500,9845529,d,0,,1588809713.5,26480161.8916667,441336.031527778,18389.0013136574,50.3808255168696,,,,,,,
1588809713750,9850516,d,0,,1588809713.75,26480161.8958333,441336.031597222,18389.0013165509,50.3808255247971,,,,,,,
1588809714000,9855681,d,0,,1588809714,26480161.9,441336.031666667,18389.0013194444,50.3808255327245,,,,,,,
1588809714250,9859274,d,0,,1588809714.25,26480161.9041667,441336.031736111,18389.001322338,50.380825540652,,,,,,,
1588809714500,9862511,d,0,,1588809714.5,26480161.9083333,441336.031805556,18389.0013252315,50.3808255485794,,,,,,,
1588809714750,9866033,d,0,,1588809714.75,26480161.9125,441336.031875,18389.001328125,50.3808255565069,,,,,,,
1588809715000,9870528,d,0,,1588809715,26480161.9166667,441336.031944444,18389.0013310185,50.3808255644343,,,,,,,
1588809715250,9875550,d,0,,1588809715.25,26480161.9208333,441336.032013889,18389.001333912,50.3808255723618,,,,,,,
1588809715500,9880753,d,0,,1588809715.5,26480161.925,441336.032083333,18389.0013368056,50.3808255802892,,,,,,,
1588809715750,9885452,d,0,,1588809715.75,26480161.9291667,441336.032152778,18389.0013396991,50.3808255882166,,,,,,,
1588809716000,9889501,d,0,,1588809716,26480161.9333333,441336.032222222,18389.0013425926,50.3808255961441,,,,,,,
1588809716250,9893504,d,0,,1588809716.25,26480161.9375,441336.032291667,18389.0013454861,50.3808256040715,,,,,,,
1588809716500,9898071,d,0,,1588809716.5,26480161.9416667,441336.032361111,18389.0013483796,50.380825611999,,,,,,,
1588809716750,9902281,d,0,,1588809716.75,26480161.9458333,441336.032430556,18389.0013512731,50.3808256199264,,,,,,,
1588809717000,9907146,d,0,,1588809717,26480161.95,441336.0325,18389.0013541667,50.3808256278539,,,,,,,
1588809717250,9912385,d,0,,1588809717.25,26480161.9541667,441336.032569445,18389.0013570602,50.3808256357813,,,,,,,
1588809717500,9916041,d,0,,1588809717.5,26480161.9583333,441336.032638889,18389.0013599537,50.3808256437088,,,,,,,
1588809717750,9920174,d,0,,1588809717.75,26480161.9625,441336.032708333,18389.0013628472,50.3808256516362,,,,,,,
1588809718000,9923846,d,0,,1588809718,26480161.9666667,441336.032777778,18389.0013657407,50.3808256595637,,,,,,,
1588809718250,9927270,d,0,,1588809718.25,26480161.9708333,441336.032847222,18389.0013686343,50.3808256674911,,,,,,,
1588809718500,9931600,d,0,,1588809718.5,26480161.975,441336.032916667,18389.0013715278,50.3808256754186,,,,,,,
1588809718750,9936907,d,0,,1588809718.75,26480161.9791667,441336.032986111,18389.0013744213,50.380825683346,,,,,,,
1588809719000,9942170,d,0,,1588809719,26480161.9833333,441336.033055556,18389.0013773148,50.3808256912735,,,,,,,
1588809719250,9946711,d,0,,1588809719.25,26480161.9875,441336.033125,18389.0013802083,50.3808256992009,,,,,,,
1588809719500,9950006,d,0,,1588809719.5,26480161.9916667,441336.033194444,18389.0013831019,50.3808257071284,,,,,,,
1588809719750,9955350,d,0,,1588809719.75,26480161.9958333,441336.033263889,18389.0013859954,50.3808257150558,,,,,,,
1588809720000,9959608,d,0,,1588809720,26480162,441336.033333333,18389.0013888889,50.3808257229833,,,,,,,
1588809720250,9963971,d,0,,1588809720.25,26480162.0041667,441336.033402778,18389.0013917824,50.3808257309107,,,,,,,
1588809720500,9967413,d,0,,1588809720.5,26480162.0083333,441336.033472222,18389.0013946759,50.3808257388381,,,,,,,
1588809720750,9970968,d,0,,1588809720.75,26480162.0125,441336.033541667,18389.0013975694,50.3808257467656,,,,,,,
1588809721000,9975087,d,0,,1588809721,26480162.0166667,441336.033611111,18389.001400463,50.3808257546931,,,,,,,
1588809721250,9979422,d,0,,1588809721.25,26480162.0208333,441336.033680556,18389.0014033565,50.3808257626205,,,,,,,
1588809721500,9982734,d,0,,1588809721.5,26480162.025,441336.03375,18389.00140625,50.380825770548,,,,,,,
1588809721750,9986776,d,0,,1588809721.75,26480162.0291667,441336.033819444,18389.0014091435,50.3808257784754,,,,,,,
1588809722000,9991412,d,0,,1588809722,26480162.0333333,441336.033888889,18389.001412037,50.3808257864028,,,,,,,
1588809722250,9997058,d,0,,1588809722.25,26480162.0375,441336.033958333,18389.0014149306,50.3808257943303,,,,,,,
1588809722500,10001305,d,1,,1588809722.5,26480162.0416667,441336.034027778,18389.0014178241,50.3808258022577,,,,,,,
1588809722750,10004706,d,1,,1588809722.75,26480162.0458333,441336.034097222,18389.0014207176,50.3808258101852,,,,,,,
1588809723000,10010067,d,1,,1588809723,26480162.05,441336.034166667,18389.0014236111,50.3808258181126,,,,,,,
1588809723250,10014196,d,1,,1588809723.25,26480162.0541667,441336.034236111,18389.0014265046,50.3808258260401,,,,,,,
1588809723500,10019364,d,1,,1588809723.5,26480162.0583333,441336.034305556,18389.0014293981,50.3808258339675,,,,,,,
1588809723750,10023428,d,1,,1588809723.75,26480162.0625,441336.034375,18389.0014322917,50.380825841895,,,,,,,
1588809724000,10028166,d,1,,1588809724,26480162.0666667,441336.034444444,18389.0014351852,50.3808258498224,,,,,,,
1588809724250,10032529,d,1,,1588809724.25,26480162.0708333,441336.034513889,18389.0014380787,50.3808258577499,,,,,,,
1588809724500,10037383,d,1,,1588809724.5,26480162.075,441336.034583333,18389.0014409722,50.3808258656773,,,,,,,
1588809724750,10041589,d,1,,1588809724.75,26480162.0791667,441336.034652778,18389.0014438657,50.3808258736048,,,,,,,
1588809725000,10045344,d,1,,1588809725,26480162.0833333,441336.034722222,18389.0014467593,50.3808258815322,,,,,,,
1588809725250,10050832,d,1,,1588809725.25,26480162.0875,441336.034791667,18389.0014496528,50.3808258894597,,,,,,,
1588809725500,10055699,d,1,,1588809725.5,26480162.0916667,441336.034861111,18389.0014525463,50.3808258973871,,,,,,,
1588809725750,10060077,d,1,,1588809725.75,26480162.0958333,441336.034930556,18389.0014554398,50.3808259053146,,,,,,,
1588809726000,10065927,d,1,,1588809726,26480162.1,441336.035,18389.0014583333,50.380825913242,,,,,,,
1588809726250,10069649,d,1,,1588809726.25,26480162.1041667,441336.035069444,18389.0014612269,50.3808259211695,,,,,,,
1588809726500,10073846,d,1,,1588809726.5,26480162.1083333,441336.035138889,18389.0014641204,50.3808259290969,,,,,,,
1588809726750,10079022,d,1,,1588809726.75,26480162.1125,441336.035208333,18389.0014670139,50.3808259370244,,,,,,,
1588809727000,10083734,d,1,,1588809727,26480162.1166667,441336.035277778,18389.0014699074,50.3808259449518,,,,,,,
1588809727250,10087662,d,1,,1588809727.25,26480162.1208333,441336.035347222,18389.0014728009,50.3808259528793,,,,,,,
1588809727500,10092640,d,1,,1588809727.5,26480162.125,441336.035416667,18389.0014756944,50.3808259608067,,,,,,,
1588809727750,10098457,d,1,,1588809727.75,26480162.1291667,441336.035486111,18389.001478588,50.3808259687342,,,,,,,
1588809728000,10103146,d,1,,1588809728,26480162.1333333,441336.035555556,18389.0014814815,50.3808259766616,,,,,,,
1588809728250,10107950,d,1,,1588809728.25,26480162.1375,441336.035625,18389.001484375,50.380825984589,,,,,,,
1588809728500,10113694,d,1,,1588809728.5,26480162.1416667,441336.035694444,18389.0014872685,50.3808259925165,,,,,,,
1588809728750,10119297,d,1,,1588809728.75,26480162.1458333,441336.035763889,18389.001490162,50.3808260004439,,,,,,,
1588809729000,10125217,d,1,,1588809729,26480162.15,441336.035833333,18389.0014930556,50.3808260083714,,,,,,,
1588809729250,10130604,d,1,,1588809729.25,26480162.1541667,441336.035902778,18389.0014959491,50.3808260162988,,,,,,,
1588809729500,10136566,d,1,,1588809729.5,26480162.1583333,441336.035972222,18389.0014988426,50.3808260242263,,,,,,,
1588809729750,10141461,d,1,,1588809729.75,26480162.1625,441336.036041667,18389.0015017361,50.3808260321537,,,,,,,
1588809730000,10146820,d,1,,1588809730,26480162.1666667,441336.036111111,18389.0015046296,50.3808260400812,,,,,,,
1588809730250,10151341,d,1,,1588809730.25,26480162.1708333,441336.036180556,18389.0015075232,50.3808260480086,,,,,,,
1588809730500,10156337,d,1,,1588809730.5,26480162.175,441336.03625,18389.0015104167,50.3808260559361,,,,,,,
1588809730750,10161343,d,1,,1588809730.75,26480162.1791667,441336.036319445,18389.0015133102,50.3808260638635,,,,,,,
1588809731000,10166230,d,1,,1588809731,26480162.1833333,441336.036388889,18389.0015162037,50.380826071791,,,,,,,
1588809731250,10170653,d,1,,1588809731.25,26480162.1875,441336.036458333,18389.0015190972,50.3808260797184,,,,,,,
1588809731500,10175933,d,1,,1588809731.5,26480162.1916667,441336.036527778,18389.0015219907,50.3808260876459,,,,,,,
1588809731750,10179790,d,1,,1588809731.75,26480162.1958333,441336.036597222,18389.0015248843,50.3808260955733,,,,,,,
1588809732000,10184759,d,1,,1588809732,26480162.2,441336.036666667,18389.0015277778,50.3808261035008,,,,,,,
1588809732250,10189098,d,1,,1588809732.25,26480162.2041667,441336.036736111,18389.0015306713,50.3808261114282,,,,,,,
1588809732500,10193316,d,1,,1588809732.5,26480162.2083333,441336.036805556,18389.0015335648,50.3808261193557,,,,,,,
1588809732750,10198182,d,1,,1588809732.75,26480162.2125,441336.036875,18389.0015364583,50.3808261272831,,,,,,,
1588809733000,10204138,d,1,,1588809733,26480162.2166667,441336.036944444,18389.0015393519,50.3808261352106,,,,,,,
1588809733250,10209775,d,1,,1588809733.25,26480162.2208333,441336.037013889,18389.0015422454,50.380826143138,,,,,,,
1588809733500,10215557,d,1,,1588809733.5,26480162.225,441336.037083333,18389.0015451389,50.3808261510654,,,,,,,
1588809733750,10221051,d,1,,1588809733.75,26480162.2291667,441336.037152778,18389.0015480324,50.3808261589929,,,,,,,
1588809734000,10226484,d,1,,1588809734,26480162.2333333,441336.037222222,18389.0015509259,50.3808261669204,,,,,,,
1588809734250,10232525,d,1,,1588809734.25,26480162.2375,441336.037291667,18389.0015538194,50.3808261748478,,,,,,,
1588809734500,10237276,d,1,,1588809734.5,26480162.2416667,441336.037361111,18389.001556713,50.3808261827752,,,,,,,
1588809734750,10241489,d,1,,1588809734.75,26480162.2458333,441336.037430556,18389.0015596065,50.3808261907027,,,,,,,
1588809735000,10247913,d,1,,1588809735,26480162.25,441336.0375,18389.0015625,50.3808261986301,,,,,,,
1588809735250,10254084,d,1,,1588809735.25,26480162.2541667,441336.037569444,18389.0015653935,50.3808262065576,,,,,,,
1588809735500,10260107,d,1,,1588809735.5,26480162.2583333,441336.037638889,18389.001568287,50.380826214485,,,,,,,
1588809735750,10265233,d,1,,1588809735.75,26480162.2625,441336.037708333,18389.0015711806,50.3808262224125,,,,,,,
1588809736000,10270207,d,1,,1588809736,26480162.2666667,441336.037777778,18389.0015740741,50.3808262303399,,,,,,,
1588809736250,10275958,d,1,,1588809736.25,26480162.2708333,441336.037847222,18389.0015769676,50.3808262382674,,,,,,,
1588809736500,10280222,d,1,,1588809736.5,26480162.275,441336.037916667,18389.0015798611,50.3808262461948,,,,,,,
1588809736750,10284637,d,1,,1588809736.75,26480162.2791667,441336.037986111,18389.0015827546,50.3808262541223,,,,,,,
1588809737000,10289282,d,1,,1588809737,26480162.2833333,441336.038055556,18389.0015856482,50.3808262620497,,,,,,,
1588809737250,10295838,d,1,,1588809737.25,26480162.2875,441336.038125,18389.0015885417,50.3808262699772,,,,,,,
1588809737500,10301464,d,1,,1588809737.5,26480162.2916667,441336.038194444,18389.0015914352,50.3808262779046,,,,,,,
1588809737750,10307770,d,1,,1588809737.75,26480162.2958333,441336.038263889,18389.0015943287,50.3808262858321,,,,,,,
1588809738000,10312298,d,1,,1588809738,26480162.3,441336.038333333,18389.0015972222,50.3808262937595,,,,,,,
1588809738250,10316793,d,1,,1588809738.25,26480162.3041667,441336.038402778,18389.0016001157,50.380826301687,,,,,,,
1588809738500,10321964,d,1,,1588809738.5,26480162.3083333,441336.038472222,18389.0016030093,50.3808263096144,,,,,,,
1588809738750,10327189,d,1,,1588809738.75,26480162.3125,441336.038541667,18389.0016059028,50.3808263175419,,,,,,,
1588809739000,10331904,d,1,,1588809739,26480162.3166667,441336.038611111,18389.0016087963,50.3808263254693,,,,,,,
1588809739250,10338138,d,1,,1588809739.25,26480162.3208333,441336.038680556,18389.0016116898,50.3808263333968,,,,,,,
1588809739500,10342987,d,1,,1588809739.5,26480162.325,441336.03875,18389.0016145833,50.3808263413242,,,,,,,
1588809739750,10348425,d,1,,1588809739.75,26480162.3291667,441336.038819444,18389.0016174769,50.3808263492516,,,,,,,
1588809740000,10354738,d,1,,1588809740,26480162.3333333,441336.038888889,18389.0016203704,50.3808263571791,,,,,,,
1588809740250,10359968,d,1,,1588809740.25,26480162.3375,441336.038958333,18389.0016232639,50.3808263651065,,,,,,,
1588809740500,10366420,d,1,,1588809740.5,26480162.3416667,441336.039027778,18389.0016261574,50.380826373034,,,,,,,
1588809740750,10372421,d,1,,1588809740.75,26480162.3458333,441336.039097222,18389.0016290509,50.3808263809614,,,,,,,
1588809741000,10377006,d,1,,1588809741,26480162.35,441336.039166667,18389.0016319444,50.3808263888889,,,,,,,
1588809741250,10382509,d,1,,1588809741.25,26480162.3541667,441336.039236111,18389.001634838,50.3808263968164,,,,,,,
1588809741500,10387693,d,1,,1588809741.5,26480162.3583333,441336.039305556,18389.0016377315,50.3808264047438,,,,,,,
1588809741750,10393787,d,1,,1588809741.75,26480162.3625,441336.039375,18389.001640625,50.3808264126712,,,,,,,
1588809742000,10398991,d,1,,1588809742,26480162.3666667,441336.039444445,18389.0016435185,50.3808264205987,,,,,,,
1588809742250,10404538,d,1,,1588809742.25,26480162.3708333,441336.039513889,18389.001646412,50.3808264285261,,,,,,,
1588809742500,10410442,d,1,,1588809742.5,26480162.375,441336.039583333,18389.0016493056,50.3808264364536,,,,,,,
1588809742750,10415687,d,1,,1588809742.75,26480162.3791667,441336.039652778,18389.0016521991,50.380826444381,,,,,,,
1588809743000,10420572,d,1,,1588809743,26480162.3833333,441336.039722222,18389.0016550926,50.3808264523085,,,,,,,
1588809743250,10426087,d,1,,1588809743.25,26480162.3875,441336.039791667,18389.0016579861,50.3808264602359,,,,,,,
1588809743500,10431997,d,1,,1588809743.5,26480162.3916667,441336.039861111,18389.0016608796,50.3808264681634,,,,,,,
1588809743750,10437380,d,1,,1588809743.75,26480162.3958333,441336.039930556,18389.0016637732,50.3808264760908,,,,,,,
1588809744000,10444156,d,1,,1588809744,26480162.4,441336.04,18389.0016666667,50.3808264840183,,,,,,,
1588809744250,10450262,d,1,,1588809744.25,26480162.4041667,441336.040069444,18389.0016695602,50.3808264919457,,,,,,,
1588809744500,10455978,d,1,,1588809744.5,26480162.4083333,441336.040138889,18389.0016724537,50.3808264998732,,,,,,,
1588809744750,10460901,d,1,,1588809744.75,26480162.4125,441336.040208333,18389.0016753472,50.3808265078006,,,,,,,
1588809745000,10466613,d,1,,1588809745,26480162.4166667,441336.040277778,18389.0016782407,50.3808265157281,,,,,,,
1588809745250,10471427,d,1,,1588809745.25,26480162.4208333,441336.040347222,18389.0016811343,50.3808265236555,,,,,,,
1588809745500,10476115,d,1,,1588809745.5,26480162.425,441336.040416667,18389.0016840278,50.380826531583,,,,,,,
