Time Stamp, Pressure, System State, Alarm State,,Second ,minutes ,hours,days,year,,,,,,,
1588809566000,9119756,7,0,,1588809566,26480159.4333333,441335.990555556,18388.9996064815,50.3808208396753,,,,,,,
1588809566250,9120369,7,0,,1588809566.25,26480159.4375,441335.990625,18388.999609375,50.3808208476027,,,,,,,
1588809566500,9121152,7,0,,1588809566.5,26480159.4416667,441335.990694445,18388.9996122685,50.3808208555302,,,,,,,
1588809566750,9120826,7,0,,1588809566.75,26480159.4458333,441335.990763889,18388.999615162,50.3808208634576,,,,,,,
1588809567000,9121572,7,0,,1588809567,26480159.45,441335.990833333,18388.9996180556,50.3808208713851,,,,,,,
1588809567250,9122166,7,0,,1588809567.25,26480159.4541667,441335.990902778,18388.9996209491,50.3808208793125,,,,,,,
1588809567500,9122432,7,0,,1588809567.5,26480159.4583333,441335.990972222,18388.9996238426,50.38082088724,,,,,,,
1588809567750,9121484,7,0,,1588809567.75,26480159.4625,441335.991041667,18388.9996267361,50.3808208951674,,,,,,,
1588809568000,9121718,7,0,,1588809568,26480159.4666667,441335.991111111,18388.9996296296,50.3808209030949,,,,,,,
1588809568250,9122523,7,0,,1588809568.25,26480159.4708333,441335.991180556,18388.9996325232,50.3808209110223,,,,,,,
1588809568500,9122688,7,0,,1588809568.5,26480159.475,441335.99125,18388.9996354167,50.3808209189498,,,,,,,
1588809568750,9121753,7,0,,1588809568.75,26480159.4791667,441335.991319444,18388.9996383102,50.3808209268772,,,,,,,
1588809569000,9121396,7,0,,1588809569,26480159.4833333,441335.991388889,18388.9996412037,50.3808209348047,,,,,,,
1588809569250,9120454,7,0,,1588809569.25,26480159.4875,441335.991458333,18388.9996440972,50.3808209427321,,,,,,,
1588809569500,9120163,7,0,,1588809569.5,26480159.4916667,441335.991527778,18388.9996469907,50.3808209506596,,,,,,,
1588809569750,9121311,7,0,,1588809569.75,26480159.4958333,441335.991597222,18388.9996498843,50.380820958587,,,,,,,
1588809570000,9121244,7,0,,1588809570,26480159.5,441335.991666667,18388.9996527778,50.3808209665145,,,,,,,
1588809570250,9121564,7,0,,1588809570.25,26480159.5041667,441335.991736111,18388.9996556713,50.3808209744419,,,,,,,
1588809570500,9121508,7,0,,1588809570.5,26480159.5083333,441335.991805556,18388.9996585648,50.3808209823694,,,,,,,
1588809570750,9122441,7,0,,1588809570.75,26480159.5125,441335.991875,18388.9996614583,50.3808209902968,,,,,,,
1588809571000,9123213,7,0,,1588809571,26480159.5166667,441335.991944444,18388.9996643519,50.3808209982242,,,,,,,
1588809571250,9123629,7,0,,1588809571.25,26480159.5208333,441335.992013889,18388.9996672454,50.3808210061517,,,,,,,
1588809571500,9123632,7,0,,1588809571.5,26480159.525,441335.992083333,18388.9996701389,50.3808210140791,,,,,,,
1588809571750,9123586,7,0,,1588809571.75,26480159.5291667,441335.992152778,18388.9996730324,50.3808210220066,,,,,,,
1588809572000,9123161,7,0,,1588809572,26480159.5333333,441335.992222222,18388.9996759259,50.3808210299341,,,,,,,
1588809572250,9124019,7,0,,1588809572.25,26480159.5375,441335.992291667,18388.9996788194,50.3808210378615,,,,,,,
1588809572500,9124861,7,0,,1588809572.5,26480159.5416667,441335.992361111,18388.999681713,50.3808210457889,,,,,,,
1588809572750,9125344,7,0,,1588809572.75,26480159.5458333,441335.992430556,18388.9996846065,50.3808210537164,,,,,,,
